accession,seq_len,epitope_density,n_epitope_residues,method,auroc,auprc,precision_at_k,ig_scores_json
Q71SP0,157,0.3630573248407643,57,random_mean,0.49142807017543866,0.37656843758985886,0.358421052631579,
Q71SP0,157,0.3630573248407643,57,shuffled_mean,0.49744912280701764,0.380559915194256,0.35912280701754395,
2EJN_A,153,0.42483660130718953,65,attention_weights,0.4487762237762238,0.3987200023757474,0.36923076923076925,
2EJN_A,153,0.42483660130718953,65,integrated_gradients,0.3090909090909091,0.3233017093566015,0.27692307692307694,"[12.654953956604004,6.12299108505249,4.495861530303955,3.283158779144287,3.608830451965332,3.040252685546875,2.878734588623047,4.093267440795898,3.848545551300049,3.5155301094055176,2.835876941680908,3.8157472610473633,2.2589099407196045,4.4460248947143555,2.36061429977417,2.065357208251953,2.0260791778564453,2.7460992336273193,2.5712506771087646,2.3397059440612793,2.2443926334381104,2.5298542976379395,2.193021774291992,2.5238113403320312,3.5082759857177734,2.3018765449523926,2.0810303688049316,3.389573574066162,2.8983330726623535,2.9003663063049316,2.3923277854919434,2.5608761310577393,2.727827548980713,1.8315649032592773,1.818770408630371,2.4345192909240723,2.386516809463501,1.7542297840118408,2.198495388031006,3.7544915676116943,3.880819082260132,2.0723063945770264,3.221691370010376,2.8691344261169434,4.712710857391357,1.8130669593811035,3.9447946548461914,1.7497717142105103,3.9578781127929688,3.4527502059936523,2.2588276863098145,2.64233660697937,2.7288222312927246,2.9981484413146973,3.457817316055298,2.8496203422546387,3.263611078262329,2.1143431663513184,3.369274139404297,3.079453468322754,1.8516333103179932,1.6711435317993164,2.278143882751465,2.443096160888672,3.756417751312256,3.2507565021514893,1.9664652347564697,2.6809182167053223,4.0138936042785645,1.8077446222305298,2.900345802307129,1.9542226791381836,2.9647698402404785,2.7379274368286133,2.279080390930176,2.392091989517212,2.146646499633789,2.817685842514038,2.2016704082489014,2.632775068283081,3.2169065475463867,2.8421027660369873,3.128815174102783,1.5392416715621948,3.7152719497680664,3.809695243835449,1.7960822582244873,1.586120367050171,1.8143284320831299,1.4555549621582031,2.838787078857422,1.4491655826568604,1.6514405012130737,1.9211429357528687,1.5915452241897583,1.5145721435546875,2.7844200134277344,1.4489532709121704,1.8910462856292725,1.5190131664276123,1.5046765804290771,2.3364481925964355,1.614872932434082,1.7236790657043457,2.0911102294921875,1.6071231365203857,2.239448070526123,4.610150337219238,2.462601661682129,3.866488218307495,1.7347328662872314,1.8094818592071533,2.6772491931915283,2.6248931884765625,2.4948911666870117,2.852890968322754,2.829167366027832,2.006516933441162,4.003113746643066,3.20074462890625,1.460810661315918,2.0215518474578857,1.8571914434432983,2.1401522159576416,1.9077329635620117,1.6597243547439575,1.7834501266479492,1.8937009572982788,1.321171522140503,1.0774893760681152,2.328000068664551,2.546053647994995,1.47499680519104,1.567440390586853,1.9817142486572266,1.5856364965438843,1.8671040534973145,1.8876407146453857,1.9986008405685425,1.9513304233551025,1.9859012365341187,1.9789996147155762,2.9182982444763184,3.4031472206115723,2.1575064659118652,2.3110032081604004,2.212083339691162,2.240994930267334,2.528252124786377,2.629464626312256,3.1547539234161377,3.30295467376709,2.6751201152801514]"
2EJN_A,153,0.42483660130718953,65,random_mean,0.5013793706293707,0.44603523186976246,0.4215384615384616,
2EJN_A,153,0.42483660130718953,65,shuffled_mean,0.5017744755244755,0.44582646337657755,0.42400000000000015,
Q9M4S2,367,0.20435967302452315,75,attention_weights,0.4246575342465753,0.18003279212728146,0.16,
Q9M4S2,367,0.20435967302452315,75,integrated_gradients,0.6514611872146119,0.2736429639794339,0.25333333333333335,"[6.994427680969238,3.0495736598968506,1.8239346742630005,1.817044973373413,3.67549467086792,2.1231372356414795,2.754167079925537,1.7531495094299316,2.3973727226257324,3.0613045692443848,2.4780378341674805,3.034005641937256,2.8926877975463867,4.128257751464844,2.7902474403381348,2.1017115116119385,1.6789891719818115,1.5450410842895508,2.644740104675293,4.297138690948486,1.7932183742523193,2.4374189376831055,2.353713274002075,2.041828155517578,1.2503303289413452,2.3914895057678223,1.0775370597839355,2.4140877723693848,2.120408535003662,1.1885989904403687,2.1587605476379395,1.834747076034546,0.8197474479675293,0.9496917724609375,3.152414321899414,1.8127566576004028,0.8226537704467773,0.793430507183075,1.4352388381958008,0.9823579788208008,0.8423974514007568,0.9755831956863403,0.8184823393821716,1.7910571098327637,2.102020740509033,0.8805500268936157,0.7414851188659668,0.7751457691192627,2.0120649337768555,1.135852336883545,1.043149709701538,0.9429174661636353,0.8812199831008911,1.2954473495483398,1.1992743015289307,1.4589216709136963,1.7038233280181885,1.206601858139038,1.107649326324463,1.110754370689392,1.296461820602417,1.6873682737350464,0.7996581792831421,0.8678660988807678,0.871332049369812,0.9725157618522644,1.0720999240875244,1.1004626750946045,1.3953144550323486,1.4321635961532593,2.0014021396636963,1.120234727859497,1.3706724643707275,2.060842514038086,1.286938190460205,2.145022392272949,1.2778507471084595,1.0317034721374512,1.0276864767074585,1.1993951797485352,2.3201494216918945,1.4287574291229248,1.9221038818359375,1.2333400249481201,1.6752121448516846,1.423367977142334,1.2355937957763672,0.9973971843719482,1.5819687843322754,2.192075490951538,0.8599092960357666,1.0609389543533325,2.488755941390991,1.221705436706543,1.211111068725586,1.6837468147277832,1.5136022567749023,1.7575618028640747,1.5520356893539429,1.5526878833770752,1.2790796756744385,1.6443153619766235,1.2470208406448364,1.1486477851867676,1.0208282470703125,1.582359790802002,0.9342267513275146,0.6860225200653076,1.0097283124923706,1.8736693859100342,1.1032639741897583,1.3198704719543457,0.9733108282089233,1.0598230361938477,1.1820485591888428,1.4360389709472656,0.9174182415008545,0.6025223135948181,1.2551074028015137,0.6453335881233215,1.5591092109680176,1.0140186548233032,1.0558533668518066,1.224331021308899,1.1132179498672485,1.1216821670532227,2.1483395099639893,1.244572401046753,0.6943272352218628,1.7084639072418213,1.4778927564620972,1.2942824363708496,1.196930170059204,1.257237195968628,0.759087324142456,2.708041191101074,0.9529112577438354,0.8178967237472534,1.1492323875427246,2.4617347717285156,1.318018913269043,1.4972087144851685,2.173471450805664,0.6579603552818298,1.9201511144638062,1.0346708297729492,1.0607848167419434,0.6872310638427734,0.7576304078102112,0.6011674404144287,0.7410025596618652,0.5602198243141174,1.2884221076965332,0.743571400642395,1.0719060897827148,0.9076788425445557,0.7052215337753296,0.5099071264266968,0.8918581008911133,0.4498137831687927,0.6191343665122986,1.3376399278640747,0.6536997556686401,0.931439995765686,1.0760658979415894,0.677582859992981,2.5065884590148926,0.5475674867630005,1.0435391664505005,0.6679215431213379,1.3623685836791992,0.6460039615631104,0.6438690423965454,1.4483394622802734,0.8539348840713501,0.9759514927864075,1.270143985748291,0.6616618037223816,1.0381875038146973,0.9634958505630493,0.9936890602111816,0.686119556427002,1.919645071029663,2.218939781188965,0.8422917723655701,3.162655830383301,1.6790316104888916,0.6699428558349609,1.0865354537963867,0.6742302179336548,0.8313198685646057,0.9456729292869568,0.638716459274292,0.6262896060943604,1.0975651741027832,1.227259635925293,0.7129902243614197,0.8109976053237915,0.8451995849609375,1.0210027694702148,2.3046317100524902,1.3410180807113647,1.358483076095581,1.1996238231658936,1.1689434051513672,2.2197697162628174,1.0841968059539795,2.8556466102600098,0.8080626130104065,1.026017665863037,2.1947638988494873,2.4681105613708496,1.7645196914672852,1.3536560535430908,1.343196988105774,2.775799036026001,2.7385215759277344,1.2316945791244507,1.4470164775848389,1.0359864234924316,1.1090073585510254,0.9335017204284668,1.3386280536651611,2.4468655586242676,0.9501221179962158,0.6719735860824585,1.0083727836608887,0.8723917007446289,0.801813542842865,0.645527720451355,0.7149211764335632,1.2927614450454712,1.1628037691116333,1.6663910150527954,1.0649195909500122,0.9933725595474243,1.1583846807479858,1.0119423866271973,0.7510366439819336,1.9261418581008911,2.685983180999756,0.9575320482254028,1.1608259677886963,1.0108802318572998,0.9662428498268127,1.2474502325057983,0.7515950202941895,1.1453328132629395,0.8319919109344482,1.1302990913391113,1.0914214849472046,1.2941527366638184,1.1422603130340576,0.6952000856399536,1.1893171072006226,1.251673698425293,0.924934446811676,1.2171992063522339,1.0488977432250977,2.041694402694702,0.8522944450378418,0.8280011415481567,1.3160951137542725,1.362869381904602,1.3964345455169678,1.0286505222320557,0.9032463431358337,1.0166083574295044,1.895501971244812,1.549424409866333,0.8635212779045105,0.8182467222213745,0.5754822492599487,0.9572829008102417,1.0024538040161133,1.0048176050186157,0.7347586750984192,0.6893181204795837,1.2910897731781006,1.0365235805511475,0.7642953395843506,0.8943868279457092,0.8689852952957153,0.7488758563995361,0.9012962579727173,1.0410611629486084,1.2905023097991943,0.7704634666442871,0.8939142227172852,0.5422896146774292,0.6255913376808167,1.2257643938064575,1.4497007131576538,0.7184480428695679,1.3684298992156982,1.409278154373169,1.017251968383789,0.8923873901367188,0.7103127241134644,0.7116694450378418,0.9795435667037964,0.8549317717552185,0.9307354688644409,1.278428554534912,0.7682697176933289,1.9485175609588623,0.9719284772872925,1.2091476917266846,1.1625856161117554,1.13669753074646,0.5829548835754395,1.7338505983352661,0.5834192633628845,1.9653276205062866,1.7280303239822388,0.7933220863342285,1.489271879196167,0.805383563041687,0.8809301853179932,1.0207622051239014,0.6955403685569763,0.8291248679161072,0.7064440250396729,0.7592222094535828,1.1090686321258545,1.3307470083236694,1.1055700778961182,0.6071044206619263,1.4300754070281982,0.846821665763855,0.6958674192428589,0.9004924297332764,0.9928008317947388,0.9902262091636658,0.7695455551147461,0.8210762143135071,0.663493275642395,0.7462380528450012,0.9953452944755554,1.0281089544296265,1.4885799884796143,1.9062834978103638,0.7085033059120178,0.9333466291427612,1.188291311264038,0.6650569438934326,0.7450253963470459,1.3526337146759033,0.8225808143615723,0.609391450881958,0.5433037281036377,0.9584694504737854,0.7948653697967529,0.9365184903144836,0.9620155692100525,0.5947198867797852,0.7304857969284058,0.6121642589569092,0.9645797610282898,0.8390383720397949,0.6061131954193115,0.779482901096344,0.5014888048171997,0.7990752458572388,0.5059480667114258,0.5365096926689148,0.7233564257621765]"
Q9M4S2,367,0.20435967302452315,75,random_mean,0.5051917808219177,0.2168358381042939,0.20986666666666665,
Q9M4S2,367,0.20435967302452315,75,shuffled_mean,0.49756621004566204,0.21522394354444566,0.2041333333333333,
Q9SCG9,367,0.14986376021798364,55,attention_weights,0.5324009324009323,0.16692940122593228,0.16363636363636364,
Q9SCG9,367,0.14986376021798364,55,integrated_gradients,0.483974358974359,0.15076118873268873,0.10909090909090909,"[4.947154998779297,2.0882797241210938,2.1714389324188232,2.310554027557373,2.960592269897461,1.8320870399475098,1.9068408012390137,1.4688013792037964,1.9218428134918213,2.741130828857422,2.1450910568237305,3.0111918449401855,3.040607452392578,3.520824432373047,2.357896089553833,2.0709776878356934,1.7414696216583252,1.4937598705291748,2.4519519805908203,2.977729558944702,1.6149789094924927,2.251819133758545,2.5176877975463867,1.9251831769943237,0.9414066076278687,1.9366214275360107,0.9545385241508484,2.0970311164855957,1.5349639654159546,1.4940102100372314,2.111159324645996,1.4367716312408447,1.1121573448181152,0.9815242886543274,2.133559226989746,1.4880619049072266,0.789026141166687,0.8682137131690979,1.5966771841049194,0.995267927646637,1.231560468673706,1.0313563346862793,0.9501263499259949,1.2814158201217651,1.8932971954345703,1.218126893043518,1.2700566053390503,0.9618836641311646,2.172497510910034,1.6022483110427856,1.3036167621612549,1.144094705581665,0.9901813268661499,1.3709150552749634,1.3642703294754028,1.297559142112732,1.827100157737732,1.3099310398101807,1.1895006895065308,1.192683219909668,0.8421849608421326,1.7008566856384277,0.763933002948761,1.1927804946899414,0.9685026407241821,1.0007781982421875,0.9807879328727722,1.2286419868469238,1.3235399723052979,1.3881134986877441,1.7632369995117188,1.4069777727127075,1.3377037048339844,2.0115091800689697,1.1736741065979004,2.014747142791748,1.5075232982635498,0.9963970184326172,1.1531001329421997,1.1539616584777832,2.554570436477661,1.563725471496582,1.9795362949371338,1.3745428323745728,1.7568591833114624,1.601277232170105,1.4050490856170654,1.0676755905151367,1.7102115154266357,2.038604259490967,0.9991769194602966,1.4447526931762695,2.5002994537353516,1.4445432424545288,1.1852962970733643,1.8785016536712646,1.715306282043457,2.0056962966918945,1.9243810176849365,1.4742733240127563,1.651057243347168,0.9893810749053955,1.6050376892089844,1.332878589630127,1.1131675243377686,1.6373584270477295,1.0874199867248535,0.8327524662017822,1.0264201164245605,1.7704179286956787,1.177440881729126,1.3367366790771484,1.050283432006836,0.8806689977645874,1.2155160903930664,1.0810344219207764,0.8886082768440247,0.7854567766189575,0.9474838972091675,0.6286988854408264,1.6445738077163696,0.8547202348709106,0.8924164772033691,1.0416655540466309,1.0063095092773438,1.041655421257019,1.8992202281951904,1.1058168411254883,0.518903374671936,1.4497913122177124,2.1648902893066406,1.1864879131317139,1.130944013595581,0.694222629070282,0.49180108308792114,2.5956974029541016,0.6782156825065613,0.7307336926460266,0.8367968797683716,2.326601028442383,1.2726484537124634,1.2618999481201172,2.3580265045166016,0.6860607862472534,1.9918044805526733,1.0142626762390137,1.4662185907363892,0.7024503350257874,0.8180749416351318,0.8401466608047485,1.0133934020996094,0.5730627775192261,1.2118768692016602,0.7656606435775757,1.1090484857559204,1.0999915599822998,0.8500357866287231,0.6695788502693176,0.9493938684463501,0.5075034499168396,0.6301690340042114,1.328600525856018,0.5120065212249756,0.9217545390129089,1.2545149326324463,0.5960683822631836,2.542603015899658,0.6508731842041016,1.143507719039917,0.6818249225616455,1.3169976472854614,0.6594732999801636,0.7681806683540344,1.2968692779541016,0.727501392364502,1.1901215314865112,1.2443339824676514,0.6214181184768677,0.9172821044921875,0.8708193898200989,0.901878297328949,0.7731868028640747,1.9455372095108032,2.2261762619018555,0.7162877321243286,3.052837371826172,1.4302259683609009,0.6818874478340149,0.983492910861969,0.6846535205841064,0.7432464361190796,1.0186758041381836,0.6379386186599731,0.5755969285964966,1.1021946668624878,0.891266942024231,0.5657470226287842,0.8282341957092285,0.6441629528999329,0.8469003438949585,1.462836503982544,1.0203741788864136,0.9648743867874146,0.8957962393760681,1.0623395442962646,1.7661778926849365,0.9920056462287903,2.9036812782287598,0.9300788044929504,1.225950002670288,2.1277260780334473,2.412353038787842,1.693373680114746,1.3740086555480957,1.2578506469726562,2.504115104675293,2.587250232696533,1.0478107929229736,0.9760275483131409,1.0834447145462036,0.769793689250946,0.7192041873931885,0.8747519850730896,2.3294897079467773,1.121314287185669,0.7896231412887573,1.0360124111175537,0.7987922430038452,0.9815443158149719,0.7583592534065247,0.7689894437789917,1.042647123336792,0.9758296012878418,1.5084609985351562,0.8615764379501343,0.8415699005126953,1.0934231281280518,0.85799241065979,0.7571214437484741,1.8337485790252686,2.3000571727752686,0.9124938249588013,1.1487398147583008,0.9685393571853638,1.002756118774414,1.1298874616622925,0.781269907951355,1.1674489974975586,0.840864896774292,0.9377540349960327,1.1482429504394531,0.9667442440986633,0.9579533338546753,0.6984610557556152,1.0137872695922852,1.078872561454773,0.9193705320358276,1.1661701202392578,1.004852056503296,1.9473801851272583,0.869115948677063,0.8119472861289978,1.2782516479492188,1.3390183448791504,1.286057710647583,1.0097954273223877,0.8115838170051575,0.8204672336578369,2.0688138008117676,1.4138566255569458,0.7312775254249573,0.7339310646057129,0.5589541792869568,0.7780706286430359,0.9757762551307678,0.9541395306587219,0.6566012501716614,0.6303525567054749,1.1633799076080322,0.9395747184753418,0.7855536937713623,0.8199702501296997,0.872787356376648,0.6879715323448181,0.8988597393035889,1.078955888748169,1.1679272651672363,0.6839879155158997,0.7784518003463745,0.9014580845832825,0.5478299856185913,0.8038475513458252,1.2383129596710205,0.6274930238723755,0.5929619669914246,1.182875394821167,0.8918529152870178,0.8580648899078369,1.0296298265457153,0.6500837802886963,1.096892237663269,0.8181020021438599,0.703264057636261,0.9204971194267273,0.8625848293304443,1.6553220748901367,0.8037265539169312,1.0747084617614746,1.1182169914245605,0.9686746597290039,0.6242111921310425,1.719154715538025,0.6906028389930725,1.8979395627975464,1.8627302646636963,0.7293046116828918,1.544473648071289,0.6476625204086304,0.7302752137184143,1.0767996311187744,0.6540721654891968,0.9049375057220459,0.670280933380127,0.6504808068275452,0.9850786328315735,1.5766727924346924,1.1467540264129639,0.68463134765625,1.0126302242279053,0.8070155382156372,0.7246120572090149,1.0579029321670532,1.1628621816635132,1.0210931301116943,0.751192569732666,0.7255876064300537,0.8562037944793701,1.4160315990447998,1.3981044292449951,1.0478029251098633,1.5845646858215332,1.532030463218689,1.0333075523376465,0.8933640718460083,1.1440922021865845,0.6996356248855591,0.7984024286270142,1.2745907306671143,0.7274025082588196,1.0116380453109741,0.6659649610519409,1.217289686203003,0.7927942276000977,1.2041341066360474,0.7509555816650391,0.6755506992340088,0.6851359605789185,0.711533784866333,0.8787328004837036,1.0782841444015503,0.6879101395606995,1.0330359935760498,0.5528048276901245,0.730858325958252,0.5715290307998657,0.5825566649436951,0.7791414260864258]"
Q9SCG9,367,0.14986376021798364,55,random_mean,0.4938455710955711,0.15966939359017465,0.1509090909090909,
Q9SCG9,367,0.14986376021798364,55,shuffled_mean,0.5031182983682982,0.16505129047242112,0.15854545454545454,
P43187,205,0.07317073170731707,15,attention_weights,0.4719298245614035,0.0698386163908855,0.06666666666666667,
P43187,205,0.07317073170731707,15,integrated_gradients,0.13017543859649122,0.04331451557879554,0.0,"[7.468106269836426,5.655261993408203,2.2420811653137207,2.0477001667022705,2.0748391151428223,2.014828681945801,1.6404316425323486,2.3281760215759277,2.6461400985717773,1.6711392402648926,1.3358732461929321,2.3639304637908936,1.8009616136550903,1.8950281143188477,1.4192752838134766,1.5035855770111084,1.8768956661224365,1.9746525287628174,2.671168804168701,2.007969379425049,2.4519054889678955,1.8967007398605347,1.977232813835144,1.9263941049575806,1.5156216621398926,2.803591728210449,1.3547351360321045,1.2680952548980713,1.7673473358154297,1.4990544319152832,1.2154245376586914,1.4853661060333252,1.266754150390625,3.5739638805389404,1.3685411214828491,1.366495132446289,1.3882536888122559,1.6789093017578125,1.2132073640823364,1.6729925870895386,1.2535173892974854,1.8347235918045044,2.0471270084381104,1.579576015472412,1.960908055305481,1.7817037105560303,1.1341063976287842,1.678191065788269,1.8631207942962646,1.735202670097351,1.476176142692566,1.1041338443756104,1.6505568027496338,2.073185443878174,0.9745246171951294,1.0929282903671265,1.215709924697876,1.14613938331604,1.6550852060317993,2.0313758850097656,1.069523811340332,1.0904251337051392,1.4266188144683838,1.0143218040466309,1.0579614639282227,1.4635343551635742,0.9318631887435913,0.9706765413284302,1.5635002851486206,0.8778787851333618,1.238756537437439,1.0987111330032349,1.2174431085586548,0.7996734380722046,0.9474005103111267,1.3865351676940918,0.8937027454376221,1.5306336879730225,0.9649118781089783,0.9569512009620667,1.3311240673065186,1.133104920387268,1.0851880311965942,1.551263451576233,0.9673262238502502,1.0402165651321411,1.5479373931884766,1.8374454975128174,0.9253811240196228,1.0598793029785156,1.5376852750778198,0.8940392732620239,1.0463998317718506,1.6763585805892944,2.099759101867676,1.6327863931655884,1.5905979871749878,1.0629968643188477,1.1939241886138916,1.1710299253463745,1.3717495203018188,1.1967871189117432,0.9550259113311768,0.8705805540084839,0.9436199069023132,1.4113330841064453,1.1739706993103027,1.3575117588043213,1.7792866230010986,1.3646262884140015,1.1387231349945068,1.57129967212677,1.4805865287780762,0.9735033512115479,1.3405653238296509,1.1352193355560303,1.5100088119506836,1.7234166860580444,1.7920070886611938,1.6669002771377563,1.511295199394226,1.6604843139648438,2.120962619781494,1.5700299739837646,1.955301284790039,1.0580263137817383,1.8022640943527222,1.836493968963623,1.1614197492599487,1.3557922840118408,0.9838999509811401,0.8917324542999268,1.9204165935516357,1.0318427085876465,1.345349669456482,1.435258150100708,2.1418650150299072,2.3528714179992676,1.4766435623168945,1.2392524480819702,1.9245738983154297,1.8236638307571411,1.5995738506317139,1.3935338258743286,2.690842866897583,2.5147337913513184,1.9385756254196167,3.2679598331451416,2.371058225631714,2.0458147525787354,1.8435834646224976,1.9353713989257812,1.502862572669983,1.2940452098846436,1.8376439809799194,2.9290101528167725,2.6069345474243164,2.637768268585205,1.5953274965286255,2.902653932571411,1.66352117061615,1.5194048881530762,2.3216185569763184,1.8693617582321167,1.80159592628479,1.6348484754562378,2.2945785522460938,1.8471438884735107,1.6079046726226807,2.1642775535583496,1.9360277652740479,1.950972080230713,2.389331817626953,1.607790470123291,1.513063669204712,2.776913642883301,1.9061251878738403,2.357952356338501,1.6546874046325684,2.1733617782592773,2.107941150665283,1.4700193405151367,1.8199530839920044,2.0404813289642334,2.0840444564819336,2.538081645965576,1.8154758214950562,1.9660941362380981,2.3008296489715576,1.6753425598144531,1.694852352142334,1.6020420789718628,1.7744998931884766,1.5143887996673584,2.247205972671509,2.055725574493408,2.3016045093536377,1.622459888458252,1.5967419147491455,1.7906674146652222,1.4380056858062744,2.0599827766418457,1.7982057332992554,1.8319587707519531,1.5942134857177734]"
P43187,205,0.07317073170731707,15,random_mean,0.4889052631578947,0.09051102969448635,0.07600000000000001,
P43187,205,0.07317073170731707,15,shuffled_mean,0.5053192982456141,0.09344710465143255,0.07333333333333333,
P40108,496,0.03024193548387097,15,attention_weights,0.3614691614691614,0.02319253781434779,0.0,
