sequence_id,split,label,sequence_length,source_row_index
allergen_2658,train,1,168,948
allergen_2061,train,1,108,949
allergen_733,train,1,146,950
allergen_901,train,1,325,951
allergen_1830,train,1,374,952
allergen_1779,train,1,130,953
allergen_524,train,1,405,954
allergen_2875,train,1,633,955
allergen_872,train,1,278,956
allergen_1223,train,1,386,957
allergen_3360,train,1,322,958
allergen_363,train,1,145,959
allergen_2606,train,1,13,960
allergen_505,train,1,109,961
allergen_1294,train,1,24,962
allergen_254,train,1,234,963
allergen_3437,train,1,226,964
allergen_2500,train,1,13,965
allergen_1821,train,1,347,966
allergen_137,train,1,145,967
allergen_2197,train,1,221,968
allergen_3303,train,1,108,969
allergen_2329,train,1,222,970
allergen_2619,train,1,121,971
allergen_2673,train,1,129,972
allergen_1087,train,1,117,973
allergen_386,train,1,160,974
allergen_2765,train,1,228,975
allergen_2720,train,1,152,976
allergen_2783,train,1,316,977
allergen_2785,train,1,311,978
allergen_2672,train,1,129,979
allergen_1867,train,1,521,980
allergen_2913,train,1,136,981
allergen_3362,train,1,330,982
allergen_2812,train,1,449,983
allergen_2637,train,1,88,984
allergen_2808,train,1,121,985
allergen_647,train,1,342,986
allergen_120,train,1,374,987
allergen_1353,train,1,92,988
allergen_1783,train,1,131,989
allergen_3206,train,1,240,990
allergen_2706,train,1,157,991
allergen_509,train,1,168,992
allergen_207,train,1,160,993
allergen_182,train,1,160,994
allergen_565,train,1,391,995
allergen_2589,train,1,12,996
allergen_216,train,1,161,997
allergen_3317,train,1,84,998
allergen_1470,train,1,388,999
allergen_3462,train,1,236,1000
allergen_3056,train,1,313,1001
allergen_2403,train,1,284,1002
allergen_447,train,1,503,1003
allergen_2469,train,1,12,1004
allergen_2200,train,1,525,1005
allergen_1198,train,1,40,1006
allergen_3443,train,1,250,1007
allergen_911,train,1,576,1008
allergen_3195,train,1,485,1009
allergen_1022,train,1,386,1010
allergen_2242,train,1,828,1011
allergen_2858,train,1,109,1012
allergen_3532,train,1,380,1013
allergen_1422,train,1,267,1014
allergen_1465,train,1,204,1015
allergen_2670,train,1,162,1016
allergen_2240,train,1,729,1017
allergen_2463,train,1,11,1018
allergen_2402,train,1,470,1019
allergen_2431,train,1,284,1020
allergen_1757,train,1,252,1021
allergen_2506,train,1,115,1022
allergen_284,train,1,131,1023
allergen_2502,train,1,11,1024
allergen_3366,train,1,301,1025
allergen_2543,train,1,24,1026
allergen_2309,train,1,180,1027
allergen_3289,train,1,233,1028
allergen_3239,train,1,424,1029
allergen_2047,train,1,154,1030
allergen_1754,train,1,146,1031
allergen_484,train,1,262,1032
allergen_3220,train,1,164,1033
allergen_1293,train,1,815,1034
allergen_2154,train,1,773,1035
allergen_27,train,1,151,1036
allergen_2058,train,1,108,1037
allergen_1774,train,1,142,1038
allergen_3544,train,1,153,1039
allergen_2815,train,1,273,1040
allergen_1497,train,1,109,1041
allergen_1612,train,1,141,1042
allergen_3422,train,1,266,1043
allergen_2072,train,1,91,1044
allergen_835,train,1,160,1045
allergen_702,train,1,26,1046
allergen_95,train,1,160,1047
allergen_1666,train,1,607,1048
allergen_217,train,1,161,1049
allergen_3285,train,1,242,1050
allergen_2565,train,1,16,1051
allergen_1089,train,1,163,1052
allergen_1886,train,1,131,1053
allergen_1381,train,1,137,1054
allergen_1343,train,1,80,1055
allergen_1547,train,1,287,1056
allergen_2262,train,1,460,1057
allergen_1897,train,1,205,1058
allergen_1408,train,1,160,1059
allergen_2527,train,1,248,1060
allergen_1736,train,1,111,1061
allergen_1291,train,1,327,1062
allergen_126,train,1,205,1063
allergen_1011,train,1,654,1064
allergen_894,train,1,193,1065
allergen_767,train,1,388,1066
allergen_1379,train,1,136,1067
allergen_2017,train,1,395,1068
allergen_1727,train,1,131,1069
allergen_2989,train,1,120,1070
allergen_908,train,1,387,1071
allergen_741,train,1,472,1072
allergen_130,train,1,205,1073
allergen_2961,train,1,134,1074
allergen_1628,train,1,134,1075
allergen_1289,train,1,244,1076
allergen_24,train,1,615,1077
allergen_1331,train,1,643,1078
allergen_1761,train,1,531,1079
allergen_3219,train,1,255,1080
allergen_315,train,1,135,1081
allergen_2357,train,1,15,1082
allergen_640,train,1,362,1083
allergen_1609,train,1,132,1084
allergen_1777,train,1,142,1085
allergen_2932,train,1,134,1086
allergen_3410,train,1,275,1087
allergen_394,train,1,263,1088
allergen_2070,train,1,69,1089
allergen_2401,train,1,189,1090
allergen_2584,train,1,15,1091
allergen_2212,train,1,112,1092
allergen_1160,train,1,556,1093
allergen_2449,train,1,21,1094
allergen_2170,train,1,131,1095
allergen_585,train,1,142,1096
allergen_1532,train,1,222,1097
allergen_116,train,1,331,1098
allergen_2289,train,1,110,1099
allergen_1682,train,1,131,1100
allergen_142,train,1,151,1101
allergen_3199,train,1,253,1102
allergen_79,train,1,112,1103
allergen_1176,train,1,242,1104
allergen_2669,train,1,123,1105
allergen_2982,train,1,228,1106
allergen_1187,train,1,91,1107
allergen_3386,train,1,146,1108
allergen_3297,train,1,240,1109
allergen_1254,train,1,147,1110
allergen_3050,train,1,523,1111
allergen_2632,train,1,112,1112
allergen_1998,train,1,284,1113
allergen_1913,train,1,152,1114
allergen_1304,train,1,26,1115
allergen_1199,train,1,40,1116
allergen_790,train,1,92,1117
allergen_650,train,1,146,1118
allergen_2393,train,1,160,1119
allergen_388,train,1,119,1120
allergen_2895,train,1,128,1121
allergen_3213,train,1,256,1122
allergen_139,train,1,145,1123
allergen_3517,train,1,25,1124
allergen_1906,train,1,152,1125
allergen_553,train,1,131,1126
allergen_583,train,1,275,1127
allergen_927,train,1,225,1128
allergen_1106,train,1,284,1129
allergen_1208,train,1,401,1130
allergen_1842,train,1,136,1131
allergen_3128,train,1,284,1132
allergen_1768,train,1,499,1133
allergen_2616,train,1,123,1134
allergen_732,train,1,139,1135
allergen_1633,train,1,213,1136
allergen_2635,train,1,159,1137
allergen_2674,train,1,147,1138
allergen_420,train,1,367,1139
allergen_562,train,1,465,1140
allergen_1871,train,1,84,1141
allergen_3237,train,1,424,1142
allergen_2740,train,1,464,1143
allergen_1273,train,1,218,1144
allergen_105,train,1,204,1145
allergen_20,train,1,160,1146
allergen_2464,train,1,11,1147
allergen_1013,train,1,356,1148
allergen_114,train,1,514,1149
allergen_1070,train,1,284,1150
allergen_3245,train,1,417,1151
allergen_391,train,1,110,1152
allergen_3459,train,1,210,1153
allergen_2181,train,1,381,1154
allergen_1006,train,1,266,1155
allergen_1330,train,1,250,1156
allergen_1041,train,1,86,1157
allergen_1322,train,1,77,1158
allergen_2435,train,1,20,1159
allergen_3253,train,1,361,1160
allergen_419,train,1,367,1161
allergen_2937,train,1,134,1162
allergen_2448,train,1,267,1163
allergen_3484,train,1,128,1164
allergen_1060,train,1,445,1165
allergen_402,train,1,171,1166
allergen_2364,train,1,205,1167
allergen_2336,train,1,222,1168
allergen_1161,train,1,263,1169
allergen_2354,train,1,145,1170
allergen_1016,train,1,247,1171
allergen_952,train,1,193,1172
allergen_3182,train,1,267,1173
allergen_2688,train,1,158,1174
allergen_1560,train,1,124,1175
allergen_1228,train,1,648,1176
allergen_687,train,1,117,1177
allergen_3054,train,1,130,1178
allergen_2290,train,1,13,1179
allergen_3146,train,1,546,1180
allergen_1075,train,1,510,1181
allergen_2404,train,1,221,1182
allergen_2660,train,1,147,1183
allergen_3477,train,1,138,1184
allergen_1849,train,1,132,1185
allergen_598,train,1,164,1186
allergen_1494,train,1,445,1187
allergen_2608,train,1,193,1188
allergen_2323,train,1,303,1189
allergen_280,train,1,197,1190
allergen_2718,train,1,164,1191
allergen_3541,train,1,322,1192
allergen_863,train,1,109,1193
allergen_1909,train,1,152,1194
allergen_1035,train,1,150,1195
allergen_1843,train,1,136,1196
allergen_2114,train,1,432,1197
allergen_1083,train,1,68,1198
allergen_3391,train,1,146,1199
allergen_2820,train,1,259,1200
allergen_2256,train,1,261,1201
allergen_755,train,1,84,1202
allergen_1719,train,1,16,1203
allergen_577,train,1,55,1204
allergen_2769,train,1,93,1205
allergen_2899,train,1,75,1206
allergen_2183,train,1,134,1207
allergen_1526,train,1,222,1208
allergen_537,train,1,356,1209
allergen_697,train,1,204,1210
allergen_2549,train,1,13,1211
allergen_3508,train,1,40,1212
allergen_1210,train,1,20,1213
allergen_392,train,1,131,1214
allergen_225,train,1,281,1215
allergen_2764,train,1,348,1216
allergen_2563,train,1,161,1217
allergen_3113,train,1,186,1218
allergen_1596,train,1,708,1219
allergen_1024,train,1,160,1220
allergen_2499,train,1,140,1221
allergen_631,train,1,115,1222
allergen_2438,train,1,183,1223
allergen_249,train,1,446,1224
allergen_2693,train,1,129,1225
allergen_2979,train,1,585,1226
allergen_1256,train,1,181,1227
allergen_2898,train,1,126,1228
allergen_853,train,1,249,1229
allergen_370,train,1,152,1230
allergen_2351,train,1,161,1231
allergen_3207,train,1,264,1232
allergen_2652,train,1,159,1233
allergen_1416,train,1,134,1234
allergen_264,train,1,146,1235
allergen_3472,train,1,158,1236
allergen_2701,train,1,384,1237
allergen_979,train,1,67,1238
allergen_1163,train,1,133,1239
allergen_205,train,1,160,1240
allergen_946,train,1,306,1241
allergen_2578,train,1,23,1242
allergen_3039,train,1,410,1243
allergen_2860,train,1,147,1244
allergen_3116,train,1,530,1245
allergen_959,train,1,213,1246
allergen_3390,train,1,146,1247
allergen_3272,train,1,239,1248
allergen_3425,train,1,251,1249
allergen_816,train,1,117,1250
allergen_456,train,1,153,1251
allergen_1624,train,1,131,1252
allergen_3112,train,1,284,1253
allergen_15,train,1,146,1254
allergen_847,train,1,110,1255
allergen_929,train,1,39,1256
allergen_3281,train,1,243,1257
allergen_1344,train,1,80,1258
allergen_1454,train,1,155,1259
allergen_2003,train,1,510,1260
allergen_1869,train,1,284,1261
allergen_1935,train,1,373,1262
allergen_930,train,1,554,1263
allergen_132,train,1,562,1264
allergen_2095,train,1,169,1265
allergen_1059,train,1,109,1266
allergen_3395,train,1,293,1267
allergen_3364,train,1,340,1268
allergen_3405,train,1,289,1269
allergen_1651,train,1,339,1270
allergen_368,train,1,328,1271
allergen_2490,train,1,565,1272
allergen_2663,train,1,160,1273
allergen_23,train,1,147,1274
allergen_304,train,1,85,1275
allergen_367,train,1,106,1276
allergen_1594,train,1,124,1277
allergen_471,train,1,136,1278
allergen_2703,train,1,223,1279
allergen_3307,train,1,96,1280
allergen_2681,train,1,461,1281
allergen_2739,train,1,518,1282
allergen_1192,train,1,32,1283
allergen_1859,train,1,140,1284
allergen_3379,train,1,178,1285
allergen_1919,train,1,152,1286
allergen_1430,train,1,106,1287
allergen_3055,train,1,286,1288
allergen_3005,train,1,211,1289
allergen_2916,train,1,134,1290
allergen_1499,train,1,621,1291
allergen_2091,train,1,395,1292
allergen_864,train,1,337,1293
allergen_3451,train,1,254,1294
allergen_1026,train,1,245,1295
allergen_3244,train,1,418,1296
allergen_2388,train,1,201,1297
allergen_2441,train,1,412,1298
allergen_1050,train,1,132,1299
allergen_1874,train,1,150,1300
allergen_557,train,1,131,1301
allergen_2973,train,1,134,1302
allergen_528,train,1,138,1303
allergen_1468,train,1,128,1304
allergen_1226,train,1,145,1305
allergen_1540,train,1,129,1306
allergen_3488,train,1,138,1307
allergen_1175,train,1,321,1308
allergen_2877,train,1,193,1309
allergen_965,train,1,284,1310
allergen_2727,train,1,332,1311
allergen_263,train,1,146,1312
allergen_3356,train,1,342,1313
allergen_1665,train,1,145,1314
allergen_507,train,1,116,1315
allergen_2384,train,1,333,1316
allergen_2889,train,1,188,1317
allergen_1507,train,1,133,1318
allergen_2134,train,1,213,1319
allergen_3135,train,1,297,1320
allergen_223,train,1,221,1321
allergen_2857,train,1,504,1322
allergen_1112,train,1,248,1323
allergen_1794,train,1,157,1324
allergen_1203,train,1,102,1325
allergen_3190,train,1,260,1326
allergen_354,train,1,159,1327
allergen_1991,train,1,726,1328
allergen_2530,train,1,18,1329
allergen_2519,train,1,112,1330
allergen_2236,train,1,104,1331
allergen_3223,train,1,168,1332
allergen_2474,train,1,23,1333
allergen_3295,train,1,178,1334
allergen_806,train,1,611,1335
allergen_1938,train,1,500,1336
allergen_1766,train,1,273,1337
allergen_2528,train,1,131,1338
allergen_1927,train,1,131,1339
allergen_538,train,1,295,1340
allergen_1912,train,1,152,1341
allergen_1165,train,1,82,1342
allergen_2111,train,1,306,1343
allergen_1475,train,1,150,1344
allergen_219,train,1,187,1345
allergen_1434,train,1,585,1346
allergen_628,train,1,377,1347
allergen_2312,train,1,145,1348
allergen_3548,train,1,240,1349
allergen_1625,train,1,133,1350
allergen_2651,train,1,159,1351
allergen_1140,train,1,132,1352
allergen_2232,train,1,132,1353
allergen_2405,train,1,476,1354
allergen_61,train,1,204,1355
allergen_942,train,1,136,1356
allergen_2827,train,1,272,1357
allergen_1929,train,1,157,1358
allergen_1252,train,1,178,1359
allergen_3499,train,1,137,1360
allergen_716,train,1,733,1361
allergen_2021,train,1,109,1362
allergen_504,train,1,224,1363
allergen_1027,train,1,156,1364
allergen_1010,train,1,410,1365
allergen_551,train,1,237,1366
allergen_1841,train,1,225,1367
allergen_463,train,1,131,1368
allergen_3150,train,1,155,1369
allergen_2205,train,1,525,1370
allergen_1706,train,1,300,1371
allergen_2538,train,1,274,1372
allergen_333,train,1,159,1373
allergen_899,train,1,324,1374
allergen_726,train,1,163,1375
allergen_1492,train,1,494,1376
allergen_1007,train,1,119,1377
allergen_3032,train,1,140,1378
allergen_1632,train,1,263,1379
allergen_1534,train,1,129,1380
allergen_2424,train,1,90,1381
allergen_2957,train,1,131,1382
allergen_2029,train,1,111,1383
allergen_1806,train,1,88,1384
allergen_1423,train,1,134,1385
allergen_1896,train,1,127,1386
allergen_1898,train,1,172,1387
allergen_1692,train,1,219,1388
allergen_1926,train,1,131,1389
allergen_161,train,1,117,1390
allergen_3342,train,1,364,1391
allergen_3000,train,1,72,1392
allergen_824,train,1,150,1393
allergen_3155,train,1,308,1394
allergen_1481,train,1,374,1395
allergen_2264,train,1,284,1396
allergen_2239,train,1,120,1397
allergen_2853,train,1,208,1398
allergen_1866,train,1,284,1399
allergen_1568,train,1,726,1400
allergen_3144,train,1,284,1401
allergen_1249,train,1,258,1402
allergen_2090,train,1,109,1403
allergen_1299,train,1,216,1404
allergen_1995,train,1,284,1405
allergen_2304,train,1,285,1406
allergen_1369,train,1,160,1407
allergen_3516,train,1,20,1408
allergen_2016,train,1,100,1409
allergen_1510,train,1,108,1410
allergen_1118,train,1,121,1411
allergen_3034,train,1,535,1412
allergen_3358,train,1,334,1413
allergen_380,train,1,367,1414
allergen_1202,train,1,367,1415
allergen_903,train,1,136,1416
allergen_905,train,1,398,1417
allergen_2263,train,1,130,1418
allergen_1888,train,1,223,1419
allergen_316,train,1,321,1420
allergen_2138,train,1,213,1421
allergen_2921,train,1,134,1422
allergen_1141,train,1,132,1423
allergen_909,train,1,397,1424
allergen_1884,train,1,284,1425
allergen_82,train,1,131,1426
allergen_1005,train,1,266,1427
allergen_3249,train,1,383,1428
allergen_2133,train,1,213,1429
allergen_3424,train,1,266,1430
allergen_2297,train,1,265,1431
allergen_2108,train,1,246,1432
allergen_2442,train,1,50,1433
allergen_3109,train,1,141,1434
allergen_1810,train,1,514,1435
allergen_2852,train,1,489,1436
allergen_578,train,1,155,1437
allergen_2116,train,1,305,1438
allergen_1036,train,1,150,1439
allergen_2112,train,1,357,1440
allergen_1760,train,1,411,1441
allergen_2908,train,1,608,1442
allergen_2033,train,1,110,1443
allergen_629,train,1,159,1444
allergen_796,train,1,160,1445
allergen_1449,train,1,160,1446
allergen_3260,train,1,231,1447
allergen_758,train,1,322,1448
allergen_2786,train,1,202,1449
allergen_1829,train,1,65,1450
allergen_1478,train,1,284,1451
allergen_2831,train,1,275,1452
allergen_1439,train,1,134,1453
allergen_200,train,1,133,1454
allergen_286,train,1,159,1455
allergen_1883,train,1,284,1456
allergen_2007,train,1,133,1457
allergen_1425,train,1,191,1458
allergen_996,train,1,37,1459
allergen_1212,train,1,304,1460
allergen_190,train,1,352,1461
allergen_275,train,1,800,1462
allergen_1116,train,1,126,1463
allergen_740,train,1,496,1464
allergen_2077,train,1,117,1465
allergen_2755,train,1,170,1466
allergen_374,train,1,398,1467
allergen_1645,train,1,500,1468
allergen_3043,train,1,299,1469
allergen_1090,train,1,163,1470
allergen_486,train,1,311,1471
allergen_860,train,1,110,1472
allergen_3376,train,1,181,1473
allergen_1722,train,1,129,1474
allergen_605,train,1,42,1475
allergen_3186,train,1,257,1476
allergen_3210,train,1,312,1477
allergen_294,train,1,326,1478
allergen_866,train,1,144,1479
allergen_2574,train,1,20,1480
allergen_1972,train,1,210,1481
allergen_566,train,1,277,1482
allergen_2981,train,1,292,1483
allergen_616,train,1,186,1484
allergen_407,train,1,264,1485
allergen_1599,train,1,131,1486
allergen_1965,train,1,388,1487
allergen_757,train,1,30,1488
allergen_2995,train,1,186,1489
allergen_3215,train,1,262,1490
allergen_2923,train,1,134,1491
allergen_2924,train,1,134,1492
allergen_1854,train,1,352,1493
allergen_3044,train,1,292,1494
allergen_1072,train,1,109,1495
allergen_10,train,1,178,1496
allergen_2355,train,1,20,1497
allergen_3036,train,1,185,1498
allergen_873,train,1,174,1499
allergen_2643,train,1,159,1500
allergen_1047,train,1,775,1501
allergen_793,train,1,118,1502
allergen_1611,train,1,131,1503
allergen_3449,train,1,252,1504
allergen_3502,train,1,158,1505
allergen_2370,train,1,157,1506
allergen_1817,train,1,270,1507
allergen_1227,train,1,830,1508
allergen_416,train,1,494,1509
allergen_2596,train,1,40,1510
allergen_582,train,1,506,1511
allergen_413,train,1,137,1512
allergen_999,train,1,161,1513
allergen_2215,train,1,136,1514
allergen_2331,train,1,222,1515
allergen_94,train,1,160,1516
allergen_3365,train,1,337,1517
allergen_3152,train,1,164,1518
allergen_626,train,1,284,1519
allergen_3087,train,1,160,1520
allergen_1200,train,1,439,1521
allergen_233,train,1,313,1522
allergen_2902,train,1,608,1523
allergen_1132,train,1,133,1524
allergen_3149,train,1,167,1525
allergen_2130,train,1,213,1526
allergen_224,train,1,154,1527
allergen_1266,train,1,224,1528
allergen_1480,train,1,215,1529
allergen_1498,train,1,180,1530
allergen_3115,train,1,698,1531
allergen_2573,train,1,12,1532
allergen_3071,train,1,312,1533
allergen_2526,train,1,158,1534
allergen_1082,train,1,93,1535
allergen_1572,train,1,514,1536
allergen_2745,train,1,166,1537
allergen_3348,train,1,353,1538
allergen_2249,train,1,885,1539
allergen_2454,train,1,11,1540
allergen_483,train,1,355,1541
allergen_162,train,1,141,1542
allergen_1235,train,1,356,1543
allergen_2147,train,1,163,1544
allergen_2093,train,1,393,1545
allergen_855,train,1,150,1546
allergen_1840,train,1,284,1547
allergen_3241,train,1,421,1548
allergen_1574,train,1,514,1549
allergen_3201,train,1,249,1550
allergen_3540,train,1,116,1551
allergen_452,train,1,172,1552
allergen_464,train,1,131,1553
allergen_2470,train,1,15,1554
allergen_1445,train,1,120,1555
allergen_54,train,1,397,1556
allergen_1477,train,1,284,1557
allergen_2400,train,1,93,1558
allergen_3031,train,1,710,1559
allergen_3503,train,1,156,1560
allergen_1973,train,1,159,1561
allergen_489,train,1,131,1562
allergen_2600,train,1,63,1563
allergen_1298,train,1,273,1564
allergen_1383,train,1,145,1565
allergen_3416,train,1,182,1566
allergen_1911,train,1,152,1567
allergen_118,train,1,77,1568
allergen_446,train,1,93,1569
allergen_2691,train,1,147,1570
allergen_1184,train,1,256,1571
allergen_936,train,1,683,1572
allergen_1502,train,1,262,1573
allergen_3010,train,1,154,1574
allergen_2844,train,1,212,1575
allergen_1327,train,1,204,1576
allergen_2894,train,1,76,1577
allergen_1459,train,1,284,1578
allergen_2283,train,1,356,1579
allergen_2748,train,1,221,1580
allergen_2595,train,1,36,1581
allergen_2715,train,1,112,1582
allergen_265,train,1,146,1583
allergen_2140,train,1,869,1584
allergen_2726,train,1,241,1585
allergen_385,train,1,129,1586
allergen_3143,train,1,208,1587
allergen_1506,train,1,144,1588
allergen_2118,train,1,129,1589
allergen_1772,train,1,142,1590
allergen_1067,train,1,160,1591
allergen_2440,train,1,175,1592
allergen_1169,train,1,169,1593
allergen_1357,train,1,71,1594
allergen_1698,train,1,137,1595
allergen_3404,train,1,286,1596
allergen_1677,train,1,559,1597
allergen_2253,train,1,594,1598
allergen_1149,train,1,357,1599
allergen_1290,train,1,251,1600
allergen_1025,train,1,120,1601
allergen_916,train,1,504,1602
allergen_1659,train,1,137,1603
allergen_1233,train,1,307,1604
allergen_3236,train,1,395,1605
allergen_1988,train,1,279,1606
allergen_3399,train,1,182,1607
allergen_1325,train,1,131,1608
allergen_1178,train,1,432,1609
allergen_2430,train,1,556,1610
allergen_1631,train,1,236,1611
allergen_399,train,1,115,1612
allergen_3214,train,1,269,1613
allergen_74,train,1,439,1614
allergen_433,train,1,244,1615
allergen_2079,train,1,119,1616
allergen_2522,train,1,159,1617
allergen_1214,train,1,485,1618
allergen_1467,train,1,161,1619
allergen_2203,train,1,525,1620
allergen_581,train,1,333,1621
allergen_3025,train,1,496,1622
allergen_747,train,1,131,1623
allergen_1649,train,1,340,1624
allergen_1231,train,1,286,1625
allergen_1479,train,1,284,1626
allergen_379,train,1,301,1627
allergen_1457,train,1,159,1628
allergen_3380,train,1,176,1629
allergen_695,train,1,37,1630
allergen_2900,train,1,86,1631
allergen_362,train,1,167,1632
allergen_334,train,1,159,1633
allergen_2604,train,1,12,1634
allergen_1681,train,1,246,1635
allergen_3053,train,1,610,1636
allergen_2103,train,1,418,1637
allergen_2396,train,1,150,1638
allergen_3288,train,1,241,1639
allergen_531,train,1,133,1640
allergen_2576,train,1,12,1641
allergen_2552,train,1,12,1642
allergen_1518,train,1,109,1643
allergen_1771,train,1,267,1644
allergen_2107,train,1,373,1645
allergen_478,train,1,159,1646
allergen_2276,train,1,365,1647
allergen_1321,train,1,77,1648
allergen_1285,train,1,282,1649
allergen_2443,train,1,163,1650
allergen_1752,train,1,436,1651
allergen_1096,train,1,172,1652
allergen_1705,train,1,413,1653
allergen_1501,train,1,385,1654
allergen_2467,train,1,12,1655
allergen_2115,train,1,304,1656
allergen_75,train,1,160,1657
allergen_2793,train,1,192,1658
allergen_2257,train,1,387,1659
allergen_3314,train,1,86,1660
allergen_2493,train,1,12,1661
allergen_1528,train,1,222,1662
allergen_686,train,1,117,1663
allergen_2965,train,1,134,1664
allergen_1900,train,1,152,1665
allergen_3003,train,1,319,1666
allergen_2545,train,1,16,1667
allergen_2076,train,1,117,1668
allergen_1955,train,1,320,1669
allergen_3375,train,1,180,1670
allergen_2399,train,1,90,1671
allergen_2914,train,1,719,1672
allergen_2327,train,1,153,1673
allergen_1618,train,1,141,1674
allergen_893,train,1,312,1675
allergen_801,train,1,285,1676
allergen_2813,train,1,448,1677
allergen_2501,train,1,16,1678
allergen_2065,train,1,108,1679
allergen_171,train,1,248,1680
allergen_2712,train,1,158,1681
allergen_2583,train,1,32,1682
allergen_3154,train,1,119,1683
allergen_896,train,1,263,1684
allergen_1438,train,1,27,1685
allergen_470,train,1,131,1686
allergen_1031,train,1,76,1687
allergen_1535,train,1,129,1688
allergen_2037,train,1,396,1689
allergen_3493,train,1,137,1690
allergen_1377,train,1,137,1691
allergen_3435,train,1,232,1692
allergen_1607,train,1,131,1693
allergen_3531,train,1,268,1694
allergen_997,train,1,12,1695
allergen_2763,train,1,85,1696
allergen_575,train,1,129,1697
allergen_288,train,1,388,1698
allergen_2886,train,1,536,1699
allergen_3506,train,1,155,1700
allergen_560,train,1,418,1701
allergen_2131,train,1,213,1702
allergen_739,train,1,149,1703
allergen_891,train,1,164,1704
allergen_1270,train,1,117,1705
allergen_3233,train,1,431,1706
allergen_154,train,1,336,1707
allergen_1243,train,1,27,1708
allergen_1319,train,1,208,1709
allergen_277,train,1,302,1710
allergen_1669,train,1,157,1711
allergen_186,train,1,160,1712
allergen_3231,train,1,436,1713
allergen_403,train,1,225,1714
allergen_3468,train,1,214,1715
allergen_1808,train,1,514,1716
allergen_3123,train,1,284,1717
allergen_246,train,1,161,1718
allergen_1015,train,1,160,1719
allergen_274,train,1,160,1720
allergen_1862,train,1,201,1721
allergen_1604,train,1,132,1722
allergen_22,train,1,160,1723
allergen_1554,train,1,287,1724
allergen_1281,train,1,313,1725
allergen_703,train,1,563,1726
allergen_1019,train,1,401,1727
allergen_1838,train,1,284,1728
allergen_80,train,1,131,1729
allergen_611,train,1,337,1730
allergen_106,train,1,204,1731
allergen_1057,train,1,155,1732
allergen_101,train,1,160,1733
allergen_3157,train,1,118,1734
allergen_2949,train,1,134,1735
allergen_1825,train,1,131,1736
allergen_405,train,1,131,1737
allergen_2397,train,1,247,1738
allergen_3431,train,1,265,1739
allergen_933,train,1,170,1740
allergen_2462,train,1,14,1741
allergen_547,train,1,159,1742
allergen_1556,train,1,287,1743
allergen_3118,train,1,115,1744
allergen_73,train,1,485,1745
allergen_2369,train,1,239,1746
allergen_1951,train,1,562,1747
allergen_1135,train,1,847,1748
allergen_2839,train,1,211,1749
allergen_2144,train,1,264,1750
allergen_2365,train,1,127,1751
allergen_1014,train,1,427,1752
allergen_2344,train,1,187,1753
allergen_2066,train,1,74,1754
allergen_3147,train,1,161,1755
allergen_150,train,1,101,1756
allergen_2661,train,1,129,1757
allergen_427,train,1,131,1758
allergen_3549,train,1,32,1759
allergen_131,train,1,206,1760
allergen_2260,train,1,160,1761
allergen_995,train,1,70,1762
allergen_3335,train,1,65,1763
allergen_1801,train,1,512,1764
allergen_3170,train,1,291,1765
allergen_424,train,1,284,1766
allergen_783,train,1,792,1767
allergen_2948,train,1,131,1768
allergen_2650,train,1,215,1769
allergen_2422,train,1,174,1770
allergen_1813,train,1,514,1771
allergen_1313,train,1,145,1772
allergen_1215,train,1,495,1773
allergen_487,train,1,313,1774
allergen_2142,train,1,264,1775
allergen_66,train,1,171,1776
allergen_3092,train,1,154,1777
allergen_3007,train,1,176,1778
allergen_2193,train,1,322,1779
allergen_744,train,1,169,1780
allergen_1441,train,1,145,1781
allergen_3258,train,1,249,1782
allergen_1767,train,1,223,1783
allergen_3344,train,1,356,1784
allergen_1807,train,1,514,1785
allergen_3378,train,1,180,1786
allergen_3332,train,1,65,1787
allergen_2139,train,1,225,1788
allergen_2856,train,1,134,1789
allergen_3430,train,1,263,1790
allergen_2728,train,1,609,1791
allergen_2896,train,1,108,1792
allergen_674,train,1,557,1793
allergen_2180,train,1,453,1794
allergen_1474,train,1,473,1795
allergen_430,train,1,91,1796
allergen_1726,train,1,107,1797
allergen_1837,train,1,284,1798
allergen_2575,train,1,13,1799
allergen_138,train,1,145,1800
allergen_2020,train,1,164,1801
allergen_2863,train,1,187,1802
allergen_1673,train,1,520,1803
allergen_43,train,1,321,1804
allergen_2716,train,1,112,1805
allergen_842,train,1,123,1806
allergen_789,train,1,116,1807
allergen_1815,train,1,514,1808
allergen_2,train,1,178,1809
allergen_752,train,1,336,1810
allergen_181,train,1,159,1811
allergen_211,train,1,160,1812
allergen_1616,train,1,140,1813
allergen_2843,train,1,616,1814
allergen_2012,train,1,165,1815
allergen_2993,train,1,135,1816
allergen_3433,train,1,260,1817
allergen_1851,train,1,133,1818
allergen_1413,train,1,160,1819
allergen_1403,train,1,83,1820
allergen_1828,train,1,84,1821
allergen_915,train,1,551,1822
allergen_1847,train,1,136,1823
allergen_975,train,1,181,1824
allergen_889,train,1,115,1825
allergen_2136,train,1,213,1826
allergen_1296,train,1,157,1827
allergen_348,train,1,134,1828
allergen_2885,train,1,999,1829
allergen_2625,train,1,159,1830
allergen_2540,train,1,20,1831
allergen_1495,train,1,152,1832
allergen_887,train,1,284,1833
allergen_172,train,1,263,1834
allergen_3193,train,1,250,1835
allergen_3299,train,1,239,1836
allergen_1620,train,1,141,1837
